© 2000-2025 QIAGEN. All rights reserved.

Upstream Regulators	Doxo14 vs Cycling0	Doxo21 vs Cycling0	Doxo14 vs Doxo3	Doxo21 vs Doxo3	Palbo14 vs Cycling0	Palbo28 vs Cycling0	Palbo14 vs Palbo3	Palbo28 vs Palbo3
LCN2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MTDH	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HOXB9	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ABCA1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
INT-767	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
YWHAZ	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IL5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
carvedilol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
cyclosporin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
beta-glycerophosphoric acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hypoxanthine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ERVW-1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TRPM2-AS	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MARCHF3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PIP5K1A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
maltol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
letrozole	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mir-296	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
THZ2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
EPCAM	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAP3K20	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
eritoran	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DEPTOR	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
naringenin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
orlistat	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
EIF2AK4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RAB27B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
irbesartan	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
fludarabine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
WNT2B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MFAP4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CCL19	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ORM1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
spermine nitric oxide complex	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HOXA10	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FABP4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
KN 93	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
imidazolo-oxindole PKR inhibitor C16	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
tetrahydropalmatine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
nystatin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
octyl gallate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ACVR1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TPCA-1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
UBE2L3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PTPN6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
S1PR3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
premarin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CLEC14A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MEFV	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RNF41	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ZIC1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CD3D	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
coenzyme Q10	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ifosfamide	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CBL0137	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
naltrindole	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
lactosylceramide	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TRAF5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ARRB2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
EGFL7	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Klra4 (includes others)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
UMP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ACTN4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
3-chloro-2-(4-hydroxyphenyl)indazol-5-ol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ITGAV	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CASZ1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HOXC6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HNRNPA2B1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ITGB3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
linoleic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
EMD	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LDN-193189	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SPI1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NF279	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
9-palmitic acid hydroxy stearic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PPARA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
terpinen-4-ol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PLTP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LGI1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
AICAR	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
vinpocetine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
sofalcone	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ralimetinib	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GHR	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
neocuproine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SERPINA4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
4-methylene-2-octyl-5-oxotetrahydrofuran-3-carboxylic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
WDR77	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
T-5224	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TRIM55	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
KT 5926	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
astragalin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
abemaciclib	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
P-TEFb	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
semaxinib	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PRTN3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LRRC26	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Pam3-Cys	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
dibutyryl cGMP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
tolrestat	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
pegylated leptin antagonist	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LPIN1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
particulate matter	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PBRM1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mir-101 (includes others)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
4-(4-(3-(4-trifluoromethoxy-phenyl)ureido)cyclohexyloxy)benzoic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SOST	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TGFB2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
taxifolin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
batimastat	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ATAT1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
AP2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CFB	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
indican	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
miR-556-5p (miRNAs w/seed AUGAGCU)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
manumycin A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TGAL copolymer	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
kynurenine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HSPG	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
N-(3-(aminomethyl)benzyl)acetamidine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
diphtheria toxin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
L1CAM	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
miR-217-5p (and other miRNAs w/seed ACUGCAU)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
alendronic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
VCP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CL 316243	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BAPTA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Rhodobacter sphaeroides lipopolysaccharide	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
teprotumumab	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LRBA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FFAR1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
phxa 85	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
dienogest	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
isoproterenol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HTR7	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PRKD1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HMG20A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MIR124	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PLA2G7	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ethyl gallate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DUSP16	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GABARAPL1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
carbon tetrachloride	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hesperetin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NOS2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PF4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CY-09	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
sulfamethoxazole/trimethoprim	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
paraquat	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TLR6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
rhesus theta-defensin 1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LBH	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
JINK1/2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mir-506 (includes others)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ANPEP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IFIT2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PNO1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
cyclophosphamide	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GAB1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
acetoacetyl-coenzyme A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ML385	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GNA12/13	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HCG15	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
miR-147a (miRNAs w/seed UGUGUGG)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DUOX1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ADAM32	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Casp1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ELF4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BMP15	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
pentylenetetrazol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
calcipotriene	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BCL6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ANKRD42	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MIAT	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CASP14	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
superoxide	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CD276	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
tannic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
minozac free base	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
repertaxin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
THBS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LAG3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HAO1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TRAF1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
lipoxin A4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CLEC4E	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RV 538	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CX3CL1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
24-hydroxycholesterol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HOXB5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
bardoxolone	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
tenofovir	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DRD3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
strychnine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NLRP1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
C9	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MSR1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hydroquinone	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PRKDC	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
KEAP1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BMP6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ARX	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NSC23766	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAK683	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
1-((2-chlorophenyl)diphenylmethyl)-1H-pyrazole	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TNFSF9	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CDH3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mir-188 (includes others)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
KLF9	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
clodronic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
rebamipide	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
staphylococcus aureus peptidoglycan G	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ILK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NDFIP1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GPBAR1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
D-galactosamine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
101.10 peptide	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PTPRC	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
thioacetamide	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ACP5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IL6R	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HTRA2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TNFAIP8L1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
cyclomaltodextrin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PRB2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ARID2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NR1H3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
EPAS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FGF5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
gamma tocopherol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GNA13	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PLAGL1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IGKC	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PHLDA1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
temozolomide	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ITGA9	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
nitrofurantoin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HOXA11-AS	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
rimantadine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
APOM	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
lisinopril	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
POU5F1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NFAT (family)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
F9	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RARB	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
leptomycin B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ribavirin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
deoxycholate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
miR-298-5p (and other miRNAs w/seed GCAGAGG)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RADA16-4G-BMHP1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
glutathione ethyl ester	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TREM2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
lithium chloride	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CLEC1B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mir-8 (includes others)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
10E,12Z-octadecadienoic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GM-1111	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAPKBP1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TNFRSF13C	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BTRC	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LUCAT1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CD80	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
THRA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PRSS3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
R59949	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Convulxin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MLT-827	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ID1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Birc3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mevalonic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
STOML2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DAPK1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
bafilomycin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PIEZO1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mir-17 (includes others)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DAPK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Pilrb1/Pilrb2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PRKCZ	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TSHR	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BCAP31	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
L-826,141	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Irgm1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IFN lambda	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
tyloxapol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PF-4418948	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
nicardipine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
amiodarone	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
AP3D1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Gsdma2/Gsdma3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
echium oil	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
folic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RXR	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
(+)-epicatechin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
H-151	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
1,3-dichloro-2-propanol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MDL 73811	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BIBX1522	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
EPHA3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mangiferin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Ki16425	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
reserpine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HOTAIRM1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
1-methyl-DL-tryptophan	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
14',15'-epoNA5HT	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
pyridaben	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ITGA5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NLRP3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
miR-31-5p (and other miRNAs w/seed GGCAAGA)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MLANA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FLCN	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ELOVL2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FCER1A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GPR39	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
borage oil	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SIRT4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
silicon dioxide	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LMX1B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MSTN	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
STK4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SFPQ	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
diethylstilbestrol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BRCC3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
C8	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
bongkrekic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
vitamin K3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NR5A2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PLK4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SDC4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
rimonabant	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
7-ketocholesterol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SRSF3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ABCG1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CYLD	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
tin mesoporphyrin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SERPIND1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ELF3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FOXO3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CREG1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ZIC3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FANCA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
XDH	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PTX3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
cryptotanshinone	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NAD+	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Lyz1/Lyz2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MFSD2A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
tocilizumab	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GRIN1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BIBX 1382BS	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HADH	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Cxcl2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IL19	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
