© 2000-2025 QIAGEN. All rights reserved.

Upstream Regulators	Doxo14 vs Cycling0	Doxo21 vs Cycling0	Doxo14 vs Doxo3	Doxo21 vs Doxo3	Palbo14 vs Cycling0	Palbo28 vs Cycling0	Palbo14 vs Palbo3	Palbo28 vs Palbo3
BCL6	-1.321	-0.919	-0.919	N/A	-1.057	-1.057	-1.057	-1.321
STAT1	0.373	0.579	2.184	1.945	0.617	-0.285	0.385	1.268
CALCA	1.722	N/A	N/A	1.732	1.053	1.722	1.406	N/A
estradiol-17beta-benzoate	1.633	1.633	N/A	0.762	-1.195	-0.896	-1.387	-0.128
STK11	-0.341	-0.113	0.762	0.762	-1.833	-1.402	-1.625	-0.753
ciglitazone	N/A	N/A	N/A	-2.0	-1.6	-1.992	-1.992	N/A
IL10	-1.582	-1.303	-0.722	-1.401	0.143	-0.946	-0.466	-1.016
CXCL8	-1.461	-1.177	-0.392	N/A	1.915	1.633	1.0	N/A
CYBB	0.958	N/A	0.832	0.832	2.116	1.869	0.958	N/A
RUNX1	-1.287	-1.452	N/A	N/A	1.78	1.551	1.303	-0.152
NOX4	0.28	N/A	N/A	N/A	1.96	1.96	1.999	1.314
N-nitro-L-arginine methyl ester	-0.36	-0.276	-0.276	0.934	2.011	1.777	1.142	0.727
CR1L	2.449	N/A	N/A	N/A	-2.813	-2.219	N/A	N/A
SREBF1	N/A	N/A	N/A	1.0	2.236	2.236	2.0	N/A
sulforafan	-2.149	-1.664	N/A	N/A	-1.306	-1.306	N/A	-1.043
fingolimod	N/A	N/A	N/A	-0.919	-2.388	-2.171	-1.958	N/A
IL7	1.96	N/A	N/A	N/A	1.165	1.165	1.165	1.96
RUNX2	-0.973	-1.345	N/A	-1.067	0.676	1.016	1.96	0.334
AKTIP	1.51	0.152	1.067	N/A	-2.621	-2.0	N/A	N/A
FOXO3	2.08	1.127	N/A	N/A	1.662	1.662	0.459	0.356
trans-hydroxytamoxifen	-1.212	-0.707	-0.447	-0.816	-0.494	-1.762	-1.077	-0.788
PTK2	-0.278	N/A	N/A	N/A	1.96	1.96	1.96	1.139
RNF5	1.51	1.131	N/A	N/A	-2.63	-2.0	N/A	N/A
AICAR	1.981	1.981	1.981	1.154	-0.051	-0.063	N/A	N/A
POSTN	N/A	N/A	N/A	N/A	1.997	1.997	1.997	1.214
TLR2	1.24	N/A	N/A	N/A	1.574	1.574	1.574	1.24
SPHK1	1.601	0.927	N/A	0.831	1.477	1.203	1.152	N/A
testosterone	1.062	0.813	1.972	1.188	0.571	0.378	0.478	-0.728
genistein	-0.714	-0.235	-0.605	-0.74	-1.538	-1.314	-1.326	-0.706
EZH2	2.111	0.87	1.915	0.2	-0.868	-0.256	0.199	0.742
SIS3	0.152	N/A	N/A	N/A	-2.236	-2.0	-2.0	-0.762
CREB	0.342	0.447	N/A	N/A	1.732	1.309	1.964	1.254
FOXA2	-0.946	N/A	N/A	N/A	-1.951	-1.951	N/A	-2.186
COL18A1	-1.067	N/A	N/A	N/A	-1.982	-1.982	-2.0	N/A
imatinib	0.398	0.958	N/A	N/A	-1.551	-1.214	-1.981	-0.927
RGS2	2.0	2.0	N/A	N/A	1.0	N/A	N/A	2.0
adenosine triphosphate	0.684	N/A	N/A	N/A	2.17	2.17	1.974	N/A
PRKAA2	1.0	1.0	N/A	N/A	-1.934	-1.114	-1.934	N/A
SOX11	1.103	N/A	N/A	N/A	1.951	1.951	1.951	N/A
ALOX5	0.128	-0.277	N/A	-1.109	1.912	1.387	1.067	1.067
molybdenum disulfide	1.897	0.816	1.342	N/A	-1.89	N/A	N/A	1.0
CEBPD	-0.48	N/A	N/A	N/A	2.57	1.938	1.938	N/A
tunicamycin	1.114	N/A	N/A	N/A	1.934	1.934	1.934	N/A
RETNLB	-0.277	N/A	N/A	N/A	2.433	2.219	1.982	N/A
LIF	0.878	1.091	N/A	N/A	1.52	1.52	1.89	N/A
NKX2-3	-1.044	-0.514	-0.514	N/A	-1.655	-1.044	-1.044	-1.044
CDKN1A	0.478	N/A	1.0	0.832	-1.622	-1.064	-1.858	N/A
FOXO1	1.225	0.476	0.831	0.397	0.906	0.906	1.121	0.975
SPARC	-2.349	N/A	N/A	N/A	1.269	0.494	-0.832	-1.886
SMARCA4	-1.265	-0.912	N/A	N/A	2.033	1.316	1.054	0.239
MFGE8	2.219	2.219	2.219	N/A	-0.152	N/A	N/A	N/A
IL22	0.651	N/A	N/A	N/A	2.186	1.96	1.966	N/A
INS	1.038	0.998	0.687	1.859	-1.088	-0.47	-0.47	-0.153
deferoxamine	0.703	0.114	1.109	0.577	1.236	1.006	1.006	1.006
AS1842856	-0.762	N/A	N/A	N/A	-2.0	-2.0	-1.982	N/A
HBEGF	0.555	N/A	N/A	N/A	1.982	N/A	2.219	1.982
MTOR	0.44	-0.152	N/A	N/A	2.2	N/A	1.969	1.969
TIMP1	1.103	N/A	N/A	N/A	1.406	1.406	1.406	1.406
camptothecin	0.5	0.378	1.0	0.0	1.25	0.944	1.474	1.151
METTL4	N/A	N/A	N/A	N/A	2.449	2.0	2.236	N/A
KDM1A	1.964	1.964	1.091	N/A	-1.219	-0.447	N/A	N/A
HNF4A	N/A	N/A	N/A	N/A	-1.254	-1.698	-1.849	-1.849
PRKCSH	0.0	N/A	N/A	N/A	2.646	2.0	2.0	N/A
IFNGR1	1.3	1.0	1.715	N/A	-0.318	0.487	0.487	1.3
TAC1	N/A	N/A	N/A	N/A	2.342	2.342	1.919	N/A
TGM2	0.631	1.253	N/A	0.988	1.461	1.091	1.177	N/A
S100A8	0.816	0.0	0.577	N/A	1.134	1.342	1.732	1.0
mir-29 (includes others)	2.173	1.437	N/A	N/A	-1.816	-0.856	N/A	0.298
L-triiodothyronine	-0.743	0.287	N/A	-0.468	1.327	0.502	1.831	1.409
FLI1	0.797	N/A	N/A	N/A	0.919	0.919	1.961	1.963
taurocholic acid	N/A	N/A	1.0	1.342	2.219	1.982	N/A	N/A
NR0B2	-0.665	N/A	N/A	N/A	-2.215	-2.215	N/A	-1.43
fulvestrant	0.294	1.154	1.165	1.452	0.786	0.489	1.172	N/A
GLIS3	-0.378	0.0	N/A	N/A	2.53	1.342	2.236	N/A
PTGS2	N/A	N/A	N/A	N/A	1.907	1.64	1.907	1.0
NOSTRIN	N/A	N/A	N/A	N/A	-2.216	-2.216	-1.987	N/A
HRAS	2.234	1.526	0.6	1.0	-0.39	-0.16	-0.063	0.438
Go 6976	N/A	N/A	N/A	N/A	-2.215	-2.215	-1.977	N/A
TNFRSF1A	N/A	N/A	N/A	1.981	2.206	2.206	N/A	N/A
ESR2	-1.63	-0.942	-0.437	-0.152	1.269	0.907	0.968	-0.088
homocysteine	1.901	N/A	N/A	N/A	0.662	1.374	1.374	1.077
CCL5	N/A	N/A	N/A	1.103	1.759	1.759	1.759	N/A
STAT6	-0.543	-0.049	-0.049	N/A	2.046	1.84	1.559	0.287
miR-181a-5p (and other miRNAs w/seed ACAUUCA)	N/A	N/A	N/A	N/A	-2.2	-2.2	-1.964	N/A
TGFBR1	-2.433	-2.0	N/A	N/A	1.097	0.817	N/A	N/A
let-7 (includes others)	1.574	N/A	N/A	N/A	-2.587	-2.177	N/A	N/A
dorsomorphin	0.243	N/A	0.655	N/A	1.732	1.732	1.732	0.243
clodronic acid	-0.756	N/A	N/A	N/A	-1.859	-1.859	-1.859	N/A
salmonella minnesota R595 lipopolysaccharides	N/A	N/A	N/A	N/A	2.177	2.177	1.961	N/A
LEP	0.328	-0.388	-0.134	1.089	1.075	1.572	1.099	0.61
calcitriol	0.453	1.636	1.193	1.396	-0.362	0.003	-1.056	0.191
spironolactone	0.351	1.069	0.314	N/A	-1.67	-1.408	-1.172	-0.299
TET2	-0.336	0.293	N/A	N/A	-1.114	-1.114	-1.486	-1.934
ARNT	1.172	1.172	N/A	N/A	N/A	N/A	1.953	1.953
SERPINB7	0.0	0.0	N/A	N/A	-2.236	-2.0	-2.0	N/A
sodium chloride	N/A	0.849	0.985	N/A	2.183	2.183	N/A	N/A
mir-8 (includes others)	N/A	N/A	N/A	N/A	-2.216	-1.987	-1.987	N/A
MYD88	N/A	N/A	N/A	1.912	2.136	2.136	N/A	N/A
secukinumab	N/A	N/A	N/A	N/A	-2.219	-1.982	-1.982	N/A
IKK-2 inhibitor VIII	N/A	N/A	N/A	N/A	-2.219	-1.982	-1.982	N/A
epicatechin	-1.897	-1.0	-0.447	N/A	2.828	N/A	N/A	0.0
ML290	1.912	1.067	N/A	N/A	-1.633	-1.0	N/A	0.555
IGFBP5	N/A	N/A	N/A	N/A	2.2	1.964	N/A	2.0
TRIM26	N/A	N/A	N/A	N/A	-2.2	-1.964	-1.964	N/A
budesonide	-0.371	0.0	-0.577	-1.0	1.769	0.926	0.926	0.557
fluticasone propionate	1.411	0.97	0.004	-1.59	0.773	1.066	0.003	0.308
prostaglandin E2	1.661	1.338	0.554	-0.989	0.887	0.472	0.185	0.037
PPARD	-0.373	-0.922	-1.98	N/A	-0.419	-0.151	-1.133	-1.133
quercetin	-0.351	N/A	N/A	N/A	-1.774	-1.964	-1.964	N/A
nicotine	-0.588	-0.243	-0.243	0.818	1.619	1.362	1.007	-0.152
IL5	0.0	N/A	N/A	N/A	2.0	2.0	2.0	N/A
ZFTA-RELA	N/A	N/A	N/A	N/A	2.0	2.0	2.0	N/A
lysophosphatidylinositol	1.0	1.0	N/A	N/A	2.0	2.0	N/A	N/A
RNASEH2B	N/A	N/A	N/A	N/A	-2.0	-2.0	-2.0	N/A
MITA1	N/A	N/A	N/A	N/A	1.999	1.999	1.999	N/A
lactic acid	N/A	N/A	N/A	1.997	1.997	1.997	N/A	N/A
ELF3	N/A	N/A	N/A	N/A	1.993	1.993	1.993	N/A
zymosan	N/A	N/A	N/A	N/A	1.993	1.993	1.993	N/A
SERPINE1	N/A	N/A	N/A	N/A	2.063	2.063	1.85	N/A
IL11RA	N/A	N/A	N/A	N/A	1.991	1.991	1.991	N/A
TNFSF14	N/A	N/A	N/A	N/A	1.986	1.986	1.986	N/A
BMP4	-1.206	N/A	N/A	N/A	2.018	1.664	1.067	N/A
TRPV4	N/A	N/A	N/A	N/A	1.982	1.982	1.982	N/A
HBB	N/A	N/A	N/A	N/A	-1.982	-1.982	-1.982	N/A
SLPI	N/A	N/A	N/A	N/A	-1.982	-1.982	-1.982	N/A
RNASE1	N/A	N/A	N/A	N/A	1.98	1.98	1.98	N/A
IRF7	N/A	N/A	N/A	N/A	1.974	1.974	1.974	N/A
norepinephrine	0.765	N/A	N/A	N/A	1.986	1.986	1.184	N/A
miR-17-5p (and other miRNAs w/seed AAAGUGC)	N/A	N/A	N/A	N/A	-1.973	-1.973	-1.973	N/A
ADM	N/A	N/A	N/A	N/A	-1.97	-1.97	-1.97	N/A
PRKD1	N/A	N/A	N/A	N/A	1.969	1.969	1.969	N/A
paclitaxel	0.922	0.293	0.328	N/A	1.069	1.069	1.109	1.109
GW3965	N/A	N/A	N/A	N/A	-1.965	-1.965	-1.965	N/A
D-galactosamine	1.963	N/A	N/A	N/A	1.963	1.963	N/A	N/A
mir-130 (includes others)	N/A	N/A	N/A	N/A	1.963	1.963	1.963	N/A
amlexanox	N/A	1.0	N/A	N/A	-2.646	-2.236	N/A	N/A
mir-146 (includes others)	N/A	N/A	N/A	N/A	-1.96	-1.96	-1.96	N/A
ADM2	0.239	-0.152	N/A	N/A	-2.433	-1.982	N/A	-1.067
Pam3-Cys-Ser-Lys4	0.808	N/A	0.44	0.765	1.193	1.554	0.608	0.502
Cxcl2	N/A	N/A	N/A	N/A	1.954	1.954	1.954	N/A
ALB	N/A	N/A	N/A	N/A	1.953	1.953	1.953	N/A
E. coli lipopolysaccharide	N/A	N/A	N/A	N/A	1.952	1.952	1.952	N/A
SMAD2	N/A	N/A	N/A	-1.715	2.4	1.723	N/A	N/A
IL3	N/A	N/A	N/A	N/A	1.941	1.941	1.941	N/A
IRF6	1.941	N/A	N/A	N/A	1.941	1.941	N/A	N/A
1-palmitoyl-2-(5-oxovaleroyl)-sn-glycero-3-phosphorylcholine	N/A	N/A	N/A	N/A	1.937	1.937	N/A	1.937
TLR5	N/A	N/A	N/A	N/A	1.934	1.934	1.934	N/A
MYC	1.037	0.463	-0.005	0.218	-1.994	-1.139	-0.024	0.9
chitin	N/A	N/A	N/A	N/A	1.926	1.926	1.926	N/A
etoposide	1.673	1.0	N/A	N/A	1.673	1.41	N/A	N/A
phosphoenolpyruvate	N/A	N/A	N/A	N/A	-1.916	-1.916	-1.916	N/A
Pam3-Cys	N/A	N/A	N/A	1.103	1.722	1.722	1.199	N/A
streptozocin	0.434	-0.191	0.202	0.35	1.153	1.426	0.845	1.135
ACE2	N/A	N/A	N/A	N/A	-2.0	-2.0	-1.732	N/A
lovastatin	-0.156	-0.937	0.254	-0.382	0.816	0.556	1.673	0.946
epigallocatechin-gallate	-0.149	0.492	-0.513	-0.818	-1.167	-1.167	-1.257	-0.149
dexamethasone	-1.05	-1.73	-0.637	-0.11	0.832	0.328	0.827	-0.187
4-(2-aminoethyl)benzenesulfonylfluoride	1.0	0.0	N/A	N/A	-2.449	-2.236	N/A	N/A
estrogen receptor	1.633	N/A	N/A	N/A	-1.508	-0.816	-0.707	-1.0
VDR	-1.205	N/A	N/A	N/A	-1.205	-1.205	-1.205	-0.829
MEF2C	1.648	0.766	0.692	1.091	-1.441	N/A	N/A	N/A
PTX3	-2.326	N/A	-1.97	N/A	0.001	-0.413	-0.908	N/A
tamoxifen	1.55	0.99	1.951	N/A	-0.45	-0.213	-0.463	0.0
metribolone	-0.056	-0.651	N/A	N/A	2.401	N/A	1.969	0.537
ERN1	N/A	N/A	N/A	N/A	1.868	1.868	1.868	N/A
EPRS1	-1.758	N/A	N/A	N/A	-0.5	-0.5	-0.868	-1.958
tacrolimus	1.0	1.0	1.0	0.577	-0.728	-0.277	-1.0	N/A
KLF4	-0.228	-0.82	-0.532	-0.705	0.83	0.531	1.117	0.786
SHH	1.067	N/A	N/A	N/A	1.009	1.009	1.387	1.067
EWSR1-FLI1	1.134	1.59	0.0	N/A	-2.81	N/A	N/A	N/A
ROCK1	-1.026	N/A	-1.0	N/A	2.433	N/A	N/A	1.067
HNF1B	2.138	1.0	N/A	N/A	-0.378	1.0	1.0	N/A
OGA	0.0	0.378	1.732	1.0	-0.832	-0.577	-0.632	-0.333
TRIM38	0.29	N/A	N/A	N/A	-1.901	-1.132	-1.132	-1.02
mycophenolic acid	1.109	0.762	0.762	-0.152	0.956	0.956	0.762	N/A
SPP1	-0.028	N/A	N/A	N/A	1.977	1.977	1.474	N/A
HCAR1	-1.942	-1.0	N/A	N/A	-1.103	N/A	N/A	-1.406
ZC3H12A	-1.95	N/A	N/A	N/A	-1.537	-1.95	N/A	N/A
SRC	1.346	N/A	N/A	N/A	0.842	0.842	1.346	1.015
NTRK1	0.918	0.233	0.803	0.284	0.216	0.978	0.816	1.134
IL1R	-0.074	-1.0	N/A	N/A	2.369	1.922	N/A	N/A
bisindolylmaleimide I	N/A	N/A	N/A	N/A	-2.201	-2.201	-0.958	N/A
NPR1	0.142	N/A	N/A	N/A	-2.207	-1.981	-0.958	0.035
NEUROG1	-0.707	0.0	0.0	0.447	-1.0	-0.816	-1.342	-1.0
NR4A1	0.009	N/A	N/A	N/A	-2.174	-1.725	-0.878	-0.522
NRG1	-0.854	N/A	N/A	N/A	2.226	2.226	N/A	N/A
ERBB2	0.445	-0.133	0.782	1.72	-0.158	0.969	0.744	0.349
HGF	0.905	0.94	0.19	-0.707	-0.066	-0.07	0.788	1.599
MMP9	0.943	1.121	1.121	1.121	0.0	0.943	N/A	N/A
carvedilol	1.209	1.474	N/A	N/A	-1.467	-1.091	N/A	N/A
TNFAIP3	-0.323	N/A	N/A	N/A	-1.977	-1.977	N/A	-0.952
growth hormone	0.636	N/A	N/A	N/A	1.48	1.211	0.794	1.107
FGF1	1.636	0.655	0.84	N/A	0.446	0.446	0.446	0.747
JAG1	-0.696	-1.142	N/A	N/A	1.992	N/A	1.0	-0.371
LTF	N/A	N/A	N/A	N/A	1.732	1.732	1.732	N/A
IFNB1	N/A	N/A	N/A	N/A	1.727	1.727	1.727	N/A
TSC22D3	-1.96	N/A	-1.969	N/A	-1.246	N/A	N/A	N/A
GATA4	1.19	0.517	0.692	1.195	-0.346	-0.692	-0.152	0.391
IKZF1	0.714	0.625	N/A	N/A	-1.72	-1.195	-0.762	0.152
chloroquine	-2.119	N/A	N/A	N/A	-0.206	-0.966	N/A	-1.869
BMP10	-1.0	-0.632	-0.816	-0.816	0.632	0.816	0.0	-0.447
heme	N/A	N/A	N/A	N/A	-1.715	-1.715	-1.715	N/A
GATA3	N/A	N/A	N/A	N/A	-1.285	-1.285	-1.285	-1.285
Salmonella enterica serotype abortus equi lipopolysaccharide	1.172	N/A	N/A	N/A	1.969	1.969	N/A	N/A
FOS	-0.128	-1.664	-1.0	-0.937	0.03	-0.64	-0.388	-0.277
hemin	N/A	N/A	N/A	N/A	-1.687	-1.687	-1.687	N/A
IRF1	N/A	N/A	N/A	N/A	1.683	1.683	1.683	N/A
PDGF (complex)	N/A	N/A	N/A	N/A	1.982	1.982	1.067	N/A
FOXM1	-0.195	N/A	N/A	N/A	1.387	1.067	1.187	1.187
YY1	-0.355	-0.017	0.528	N/A	1.103	N/A	1.96	1.057
tyrphostin AG490	-1.961	N/A	N/A	N/A	-1.095	-1.964	N/A	N/A
topotecan	-1.091	N/A	N/A	N/A	-1.964	-1.964	N/A	N/A
candesartan	0.447	N/A	N/A	N/A	-2.387	-2.177	N/A	N/A
SFTPA1	N/A	N/A	N/A	N/A	-2.0	-2.0	N/A	-1.0
CHADL	-1.0	N/A	N/A	N/A	-1.0	-1.0	-1.0	-1.0
valsartan	N/A	N/A	N/A	N/A	-1.478	-1.478	-1.109	-0.911
METTL3	-0.7	-1.4	N/A	N/A	1.3	N/A	1.04	0.536
KDM6A	0.577	1.0	N/A	0.447	-1.134	-0.816	-1.0	N/A
GLI1	0.0	-1.0	N/A	N/A	-0.816	-0.816	-1.0	-1.342
silibinin	1.505	1.96	N/A	N/A	-0.591	N/A	-0.492	0.422
vismodegib	-0.339	N/A	N/A	N/A	-1.154	-1.154	-1.154	-1.154
TEAD3	-1.134	-1.342	0.0	N/A	2.449	N/A	N/A	N/A
TEAD1	-1.134	-1.342	0.0	N/A	2.449	N/A	N/A	N/A
TEAD4	-1.134	-1.342	0.0	N/A	2.449	N/A	N/A	N/A
TEAD2	-1.134	-1.342	0.0	N/A	2.449	N/A	N/A	N/A
IFNAR1	N/A	N/A	N/A	1.103	1.406	1.406	1.0	N/A
acetaminophen	1.228	N/A	N/A	N/A	1.228	1.228	N/A	1.228
enalapril	1.546	N/A	N/A	N/A	-1.732	-1.432	-0.152	N/A
oleic acid	-0.168	-0.091	-0.522	-0.914	1.171	0.786	0.968	0.239
LGALS1	N/A	N/A	N/A	N/A	1.596	1.596	1.289	0.378
5-N-ethylcarboxamido adenosine	-0.943	-1.342	-1.0	-1.0	0.294	-0.063	N/A	-0.2
SSTR2	-0.128	-0.128	-1.067	-1.067	-2.449	N/A	N/A	N/A
tyrphostin AG 1478	0.277	N/A	N/A	0.152	-2.425	N/A	-1.98	N/A
Ca2+	1.078	0.277	N/A	N/A	1.078	0.798	0.798	0.798
mir-223	-1.378	N/A	N/A	N/A	-0.662	-0.662	-1.053	-1.053
NCF1	N/A	N/A	N/A	0.686	1.715	1.715	0.686	N/A
LYN	-0.777	-0.351	-0.0	-0.442	-0.768	-1.014	-0.905	-0.537
NORAD	-1.342	-1.0	N/A	N/A	2.449	N/A	N/A	N/A
DDIT4	N/A	N/A	N/A	N/A	1.596	1.596	1.596	N/A
NR1H4	-0.685	-0.243	-0.781	N/A	0.33	-0.749	-0.035	-1.96
Ro31-8220	-2.0	N/A	N/A	N/A	-1.387	-1.387	N/A	N/A
bromodeoxyuridine	0.625	0.0	N/A	N/A	2.186	1.951	N/A	N/A
ID3	1.067	N/A	1.0	N/A	0.555	1.067	1.067	N/A
fenofibrate	0.152	0.817	0.817	N/A	-0.938	-0.938	-0.95	-0.144
3-methyladenine	0.808	N/A	N/A	N/A	1.968	1.968	N/A	N/A
isotretinoin	N/A	N/A	N/A	N/A	1.183	1.183	1.183	1.183
cyclophosphamide	0.068	N/A	-1.067	-1.067	1.4	1.091	N/A	N/A
GHR	-0.728	-0.391	-1.067	N/A	-0.728	-0.849	-0.762	0.152
IGFBP2	-0.726	-0.808	-0.152	N/A	0.863	0.555	0.57	-1.0
RNF31	-1.0	N/A	N/A	N/A	-0.277	-1.0	-1.387	-1.0
TP63	0.642	0.766	0.0	0.749	-0.883	-0.443	-0.753	-0.403
MSTN	N/A	N/A	N/A	N/A	1.853	1.562	1.205	N/A
L-lactic acid	-2.153	N/A	-1.941	N/A	-0.518	N/A	N/A	N/A
FOSL1	-1.033	-1.0	-1.0	-0.577	0.372	-0.629	N/A	N/A
KRAS	0.851	0.365	1.129	0.788	-0.681	0.113	-0.563	0.095
captopril	-1.091	N/A	N/A	N/A	-1.091	-1.091	-0.218	-1.091
activin (family)	-1.98	N/A	N/A	N/A	1.446	1.154	N/A	N/A
5-hydroxytryptamine	N/A	N/A	N/A	0.882	1.359	1.359	0.966	N/A
miR-335-3p (miRNAs w/seed UUUUCAU)	1.89	N/A	N/A	N/A	-2.646	N/A	N/A	0.0
TREM2	N/A	N/A	N/A	N/A	1.12	1.12	1.12	1.12
LAMA4	2.236	N/A	N/A	N/A	-2.236	N/A	N/A	N/A
cardiotoxin	N/A	N/A	N/A	N/A	2.236	2.236	N/A	N/A
ADIPOQ	0.511	0.187	-0.254	-0.254	-1.129	-0.828	-1.307	N/A
DPP4	1.231	N/A	N/A	1.231	1.987	N/A	N/A	N/A
PP2/AG1879 tyrosine kinase inhibitor	N/A	N/A	N/A	N/A	-2.219	-2.219	N/A	N/A
ATM	N/A	N/A	N/A	N/A	2.201	2.201	N/A	N/A
TGFA	0.185	N/A	-0.381	-0.242	1.263	0.662	0.58	1.087
TTC39A-AS1	N/A	N/A	N/A	N/A	-1.565	-1.565	-1.26	N/A
NOTCH1	-0.546	-1.712	N/A	N/A	-0.673	-0.705	0.652	-0.068
ITGAV	-0.48	N/A	N/A	N/A	1.937	1.937	N/A	N/A
TMPRSS2-ERG	-1.342	-1.0	N/A	N/A	2.0	N/A	N/A	N/A
resolvin E1	-1.98	N/A	N/A	N/A	-0.492	-0.927	-0.927	N/A
NFE2L2	0.166	0.898	0.216	0.3	-0.256	-0.844	-0.607	-1.03
prostaglandin D2	N/A	N/A	N/A	-0.849	-0.485	-1.109	-1.109	-0.762
TNC	0.422	N/A	N/A	N/A	1.94	1.94	N/A	N/A
GUCY1B1	0.447	0.378	-1.0	0.0	-1.134	-1.342	N/A	N/A
IRF3	N/A	N/A	N/A	N/A	1.429	1.429	1.429	N/A
CH-223191	-2.2	-1.974	N/A	N/A	-0.106	N/A	N/A	N/A
TARDBP	1.067	N/A	N/A	N/A	1.067	1.067	N/A	1.067
S1PR4	1.0	N/A	N/A	N/A	1.633	1.633	N/A	N/A
MYB	-0.722	-0.805	N/A	N/A	0.957	0.957	0.553	-0.262
MYF6	N/A	0.0	N/A	N/A	0.896	0.896	1.387	1.067
ELAVL1	-1.414	N/A	N/A	N/A	N/A	N/A	-1.414	-1.414
methylprednisolone	-1.982	N/A	N/A	N/A	0.287	0.808	-0.436	-0.728
diphtheria toxin	0.0	N/A	N/A	N/A	2.236	2.0	N/A	N/A
miR-450a-5p (and other miRNAs w/seed UUUGCGA)	2.236	N/A	N/A	N/A	-2.0	N/A	N/A	N/A
SUCNR1	-2.236	N/A	N/A	N/A	2.0	N/A	N/A	N/A
CLIC4	0.218	-1.0	N/A	-0.447	-0.529	-0.853	0.522	-0.655
KL	0.305	N/A	N/A	N/A	-0.981	-0.981	-1.941	N/A
32-134D	-0.225	N/A	N/A	N/A	N/A	N/A	-1.974	-1.974
entinostat	N/A	N/A	N/A	N/A	2.205	1.966	N/A	N/A
ETV5	N/A	N/A	N/A	N/A	-1.387	-1.387	-1.387	N/A
abemaciclib	0.254	N/A	N/A	N/A	1.951	1.951	N/A	N/A
HMGA1	-1.066	-0.478	N/A	N/A	1.117	0.64	0.277	-0.555
ESRRA	-0.254	-0.946	N/A	N/A	0.816	0.0	0.785	1.327
pioglitazone	0.0	N/A	0.293	-1.0	-0.91	-0.91	-1.007	N/A
CAV1	N/A	N/A	N/A	N/A	2.28	1.818	N/A	N/A
TP73	-0.789	-0.621	-0.534	0.48	0.964	0.294	0.172	0.238
WNT5A	0.245	N/A	0.017	N/A	1.193	1.193	1.193	0.245
SP2509	N/A	N/A	N/A	N/A	1.219	1.4	1.4	N/A
EML4-ALK	1.633	1.0	N/A	N/A	-0.378	N/A	N/A	1.0
FSTL1	0.068	N/A	N/A	N/A	1.969	1.969	N/A	N/A
miR-34a-5p (and other miRNAs w/seed GGCAGUG)	2.0	2.0	N/A	N/A	N/A	N/A	N/A	N/A
berberine	N/A	N/A	N/A	N/A	-2.0	-2.0	N/A	N/A
HNF1A	N/A	N/A	N/A	N/A	2.0	2.0	N/A	N/A
5-O-mycolyl-beta-araf-(1->2)-5-O-mycolyl-alpha-araf-(1->1')-glycerol	N/A	1.0	1.0	N/A	2.0	N/A	N/A	N/A
ACSL4	N/A	N/A	N/A	N/A	2.0	2.0	N/A	N/A
NSUN6	N/A	N/A	N/A	N/A	2.0	2.0	N/A	N/A
LLGL2	N/A	N/A	N/A	N/A	2.0	2.0	N/A	N/A
ITGA11	-2.0	N/A	N/A	N/A	2.0	N/A	N/A	0.0
prexasertib	N/A	N/A	N/A	N/A	2.0	2.0	N/A	N/A
ADA	N/A	N/A	N/A	N/A	-2.0	-2.0	N/A	N/A
TNFSF15	N/A	N/A	N/A	N/A	1.997	1.997	N/A	N/A
isobutylmethylxanthine	0.655	0.655	N/A	N/A	1.342	1.342	N/A	N/A
HAND2	2.216	0.849	N/A	N/A	-0.927	N/A	N/A	N/A
PIK3R1	0.59	N/A	N/A	N/A	0.756	0.756	N/A	1.89
RELB	N/A	N/A	N/A	N/A	1.992	1.992	N/A	N/A
resiquimod	N/A	N/A	N/A	N/A	1.991	1.991	N/A	N/A
FOSL2	N/A	N/A	N/A	N/A	1.99	1.99	N/A	N/A
LAPTM5	1.342	N/A	N/A	N/A	-1.633	-1.0	N/A	N/A
NFKB2	-0.277	-0.277	0.555	0.128	1.664	1.067	N/A	N/A
PPARG	-0.643	-0.776	0.128	-0.75	0.472	-0.536	0.59	0.071
PTPN3	-1.0	-1.0	N/A	N/A	1.964	N/A	N/A	N/A
ACTN4	N/A	N/A	N/A	N/A	1.982	1.982	N/A	N/A
Collagen type I (complex)	N/A	N/A	N/A	N/A	1.982	1.982	N/A	N/A
DAXX	N/A	N/A	N/A	N/A	-1.982	-1.982	N/A	N/A
pro-inflammatory cytokine	N/A	N/A	N/A	N/A	1.982	1.982	N/A	N/A
TLN1	N/A	N/A	N/A	N/A	1.982	1.982	N/A	N/A
IMMT	N/A	N/A	N/A	N/A	-1.982	-1.982	N/A	N/A
TASL	N/A	N/A	N/A	N/A	1.982	N/A	1.982	N/A
FCGR2A	N/A	N/A	N/A	N/A	1.981	1.981	N/A	N/A
JUNB	N/A	N/A	N/A	N/A	1.98	1.98	N/A	N/A
peptidoglycan	N/A	N/A	N/A	N/A	1.98	1.98	N/A	N/A
SLC15A4	N/A	N/A	N/A	N/A	1.98	N/A	1.98	N/A
EGLN1	0.391	N/A	N/A	N/A	-1.131	-1.131	-0.651	-0.651
CCL11	N/A	N/A	N/A	N/A	1.977	1.977	N/A	N/A
TICAM1	N/A	N/A	N/A	N/A	1.97	1.97	N/A	N/A
GH1	N/A	N/A	N/A	N/A	1.969	1.969	N/A	N/A
