© 2000-2025 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Cell Cycle: G2/M DNA Damage Checkpoint Regulation	-0E00	1.96E-02	NaN	CCNB3	
IL-4 Signaling	-0E00	1.74E-02	NaN	COL11A1,COL24A1,COL25A1,COL28A1,COL6A6,COL9A1,CREB5,MAOA,MMP12,NFATC2	
B Cell Receptor Signaling	-0E00	1.41E-02	NaN	CAMK2A,CAMK2B,CREB5,DAPP1,NFATC2,PIK3AP1,PLCG2,PRKCB,VAV3	
Integrin Signaling	-0E00	9.52E-03	NaN	MYL2,PLCG2	
IGF-1 Signaling	-0E00	9.52E-03	NaN	IGFBP5	
Apoptosis Signaling	-0E00	1.89E-02	NaN	BIRC3,PLCG2	
NF-κB Signaling	-0E00	1.75E-02	NaN	FLT1,IL36B,IL36G,IL36RN,NTRK3,PLCG2,PRKCB,TGFA,TLR8,ZAP70	
Hypoxia Signaling in the Cardiovascular System	-0E00	1.28E-02	NaN	CREB5	
T Cell Receptor Signaling	-0E00	1.29E-02	NaN	DUSP5,LAT,NFATC2,PLCG2,RASGRP1,SKAP1,VAV3,ZAP70	
Phagosome Maturation	-0E00	5.85E-03	NaN	CTSS	
Cancer Drug Resistance by Drug Efflux	-0E00	1.72E-02	NaN	ABCG2	
Sirtuin Signaling Pathway	-0E00	1.68E-02	NaN	ABCA1,ATG9B,H4C9,MAPK4,PPARG	
Iron homeostasis signaling pathway	-0E00	1.38E-02	NaN	BMP7,HPX	
Th17 Activation Pathway	-0E00	6.12E-03	NaN	IL12A,NFATC2,STAT4	
Endocannabinoid Developing Neuron Pathway	-0E00	1.56E-02	NaN	CREB5,MAPK4	
Endocannabinoid Cancer Inhibition Pathway	-0E00	6.8E-03	NaN	CREB5	
Apelin Adipocyte Signaling Pathway	-0E00	1.06E-02	NaN	MAPK4	
Apelin Endothelial Signaling Pathway	-0E00	6.9E-03	NaN	PRKCB	
T Cell Exhaustion Signaling Pathway	-0E00	8.82E-03	NaN	IL12A,NFATC2,PLCG2,STAT4,ZAP70	
Systemic Lupus Erythematosus in T Cell Signaling Pathway	-0E00	4.65E-03	NaN	CREB5,LAT,NFATC2	
Systemic Lupus Erythematosus in B Cell Signaling Pathway	-0E00	1.65E-02	NaN	HCK,IL12A,IL36B,IL36G,NFATC2,PIK3AP1,PLCG2,PRKCB,RASGRP1,TLR8,TNFSF15,TNFSF8	
Senescence Pathway	-0E00	9.97E-03	NaN	CCNB3,MAPK4,NFATC2	
Inhibition of ARE-Mediated mRNA Degradation Pathway	-0E00	1.85E-02	NaN	MAPK4,TNFSF15,TNFSF8	
HOTAIR Regulatory Pathway	-0E00	1.82E-02	NaN	MMP1,MMP12,MMP3	
Necroptosis Signaling Pathway	-0E00	1.84E-02	NaN	BIRC3,CAMK2A,CAMK2B	
Xenobiotic Metabolism General Signaling Pathway	-0E00	1.23E-02	NaN	ABCA4,PRKCB	
Xenobiotic Metabolism AHR Signaling Pathway	-0E00	1.83E-02	NaN	ABCG2,CYP1A1	
Xenobiotic Metabolism CAR Signaling Pathway	-0E00	1.72E-02	NaN	CYP1A1,CYP3A5,PRKCB,SULT1B1	
Regulation of the Epithelial Mesenchymal Transition in Development Pathway	-0E00	1.16E-02	NaN	FZD3	
Coronavirus Pathogenesis Pathway	-0E00	4.74E-03	NaN	HDAC9	
MSP-RON Signaling in Cancer Cells Pathway	-0E00	1.4E-02	NaN	CREB5,KLKB1	
Eicosanoid Signaling	-0E00	1.77E-02	NaN	ABCC9,CREB5,PLCG2,PLCL1,PRKCB	
