© 2000-2025 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Regulation of eIF4 and p70S6K Signaling	2.77E-01	1.6E-02	NaN	ITGA9,ITGAM,PPM1J	
D-myo-inositol (1,4,5,6)-Tetrakisphosphate Biosynthesis	2.74E-01	1.59E-02	NaN	INPP5D,PPM1J,PTPRU	
D-myo-inositol (3,4,5,6)-tetrakisphosphate Biosynthesis	2.74E-01	1.59E-02	NaN	INPP5D,PPM1J,PTPRU	
Fc Epsilon RI Signaling	2.74E-01	1.67E-02	NaN	BTK,INPP5D	
MSP-RON Signaling in Macrophages Pathway	2.74E-01	1.67E-02	NaN	ITGAM,ST14	
Transcriptional regulation by RUNX2	2.73E-01	1.96E-02	NaN	CDKN1A	
Assembly of RNA Polymerase II Complex	2.73E-01	1.96E-02	NaN	TAF7L	
FAT10 Cancer Signaling Pathway	2.73E-01	1.96E-02	NaN	TNFRSF1B	
B-WICH complex positively regulates rRNA expression	2.68E-01	1.92E-02	NaN	H2BC13	
Renin-Angiotensin Signaling	2.66E-01	1.64E-02	NaN	ADCY5,ADCY8	
Macrophage Alternative Activation Signaling Pathway	2.65E-01	1.56E-02	NaN	ADORA2B,H3C14,PPARGC1A	
RHOA Signaling	2.63E-01	1.63E-02	NaN	RND3,TTN	
Signaling by EGFR	2.62E-01	1.89E-02	NaN	AREG	
UVB-Induced MAPK Signaling	2.57E-01	1.85E-02	NaN	H3C14	
Pancreatic Adenocarcinoma Signaling	2.56E-01	1.6E-02	NaN	CDKN1A,PGF	
Gap Junction Signaling	2.56E-01	1.49E-02	NaN	ADCY5,ADCY8,CCN3,GJC3,TNFRSF1B	
Meiotic synapsis	2.52E-01	1.82E-02	NaN	H2BC13	
Signaling by PTK6	2.52E-01	1.82E-02	NaN	ERBB4	
Amino acids regulate mTORC1	2.52E-01	1.82E-02	NaN	ATP6V0D2	
Sensory processing of sound by outer hair cells of the cochlea	2.52E-01	1.82E-02	NaN	ATP2B2	
Somitogenesis	2.52E-01	1.82E-02	NaN	HES7	
CSDE1 Signaling Pathway	2.47E-01	1.79E-02	NaN	PIWIL2	
Phototransduction Pathway	2.47E-01	1.79E-02	NaN	RGS9	
Glycerophospholipid biosynthesis	2.46E-01	1.56E-02	NaN	PCYT1B,PLB1	
3-phosphoinositide Degradation	2.44E-01	1.5E-02	NaN	INPP5D,PPM1J,PTPRU	
Neurexins and neuroligins	2.42E-01	1.75E-02	NaN	LIN7A	
Folate Signaling Pathway	2.42E-01	1.75E-02	NaN	CDKN1A	
LXR/RXR Activation	2.4E-01	1.54E-02	NaN	ABCG4,TNFRSF1B	
Circadian Clock	2.37E-01	1.72E-02	NaN	PPARGC1A	
RUNX1 regulates megakaryocyte differentiation and platelet function	2.37E-01	1.72E-02	NaN	H2BC13	
DNA Double Strand Break Response	2.32E-01	1.69E-02	NaN	H2BC13	
Iron uptake and transport	2.28E-01	1.67E-02	NaN	ATP6V0D2	
GADD45 Signaling	2.28E-01	1.67E-02	NaN	CDKN1A	
IL-27 Signaling Pathway	2.27E-01	1.49E-02	NaN	PPARGC1A,TNFRSF1B	
P2Y Purinergic Receptor Signaling Pathway	2.27E-01	1.49E-02	NaN	ADCY5,ADCY8	
Gamma carboxylation, hypusinylation, hydroxylation, and arylsulfatase activation	2.23E-01	1.64E-02	NaN	PROZ	
Visual phototransduction	2.23E-01	1.64E-02	NaN	RGS9	
Primary Immunodeficiency Signaling	2.19E-01	1.61E-02	NaN	BTK	
MSP-RON Signaling Pathway	2.19E-01	1.61E-02	NaN	ITGAM	
Transcriptional Regulation by MECP2	2.15E-01	1.59E-02	NaN	TRPC3	
Chondroitin Sulfate Biosynthesis (Late Stages)	2.15E-01	1.59E-02	NaN	CHST9	
Mitochondrial biogenesis	2.11E-01	1.56E-02	NaN	PPARGC1A	
Induction of Apoptosis by HIV1	2.03E-01	1.52E-02	NaN	TNFRSF1B	
Oxidative Ethanol Degradation III	2.03E-01	1.52E-02	NaN	ACSS1	
WNT/Ca+ pathway	2.03E-01	1.52E-02	NaN	FZD8	
NoRC negatively regulates rRNA expression	1.99E-01	1.49E-02	NaN	H2BC13	
Mitotic Roles of Polo-Like Kinase	1.99E-01	1.49E-02	NaN	PPM1J	
Role of PI3K/AKT Signaling in the Pathogenesis of Influenza	1.99E-01	1.49E-02	NaN	PLAC8	
ERBB4 Signaling	1.99E-01	1.49E-02	NaN	ERBB4	
SPINK1 General Cancer Pathway	1.99E-01	1.49E-02	NaN	SPINK1	
NAD Signaling Pathway	-0E00	1.32E-02	NaN	HGF,PPARGC1A	
Oxytocin Signaling Pathway	-0E00	1.4E-02	NaN	ATP2B2,CACNA1C,GNAO1,MYO18B	
Pyroptosis Signaling Pathway	-0E00	9.8E-03	NaN	TNFRSF1B	
IL-13 Signaling Pathway	-0E00	8.13E-03	NaN	HCK	
Macrophage Classical Activation Signaling Pathway	-0E00	5.32E-03	NaN	CYBB	
Multiple Sclerosis Signaling Pathway	-0E00	9.13E-03	NaN	CAPN6,CAPN8	
Glucocorticoid Receptor Signaling	-0E00	6.67E-03	NaN	CDKN1A,H3C14,IL22RA1,TAF7L	
Natural Killer Cell Signaling	-0E00	4.93E-03	NaN	COL5A3	
Huntington's Disease Signaling	-0E00	1.39E-02	NaN	CAPN6,CAPN8,GNA15,NGF	
Chaperone Mediated Autophagy Signaling Pathway	-0E00	4.71E-03	NaN	ATP6V0D2,MMP23B,RND3	
IL-33 Signaling Pathway	-0E00	5.13E-03	NaN	AREG	
NOD1/2 Signaling Pathway	-0E00	5.18E-03	NaN	SLC15A1	
Activin Inhibin Signaling Pathway	-0E00	1.42E-02	NaN	CDKN1A,INHBA,TNFRSF1B	
DHCR24 Signaling Pathway	-0E00	1.4E-02	NaN	NR1I2,NR1I3	
WNK Renal Signaling Pathway	-0E00	9.35E-03	NaN	SLC12A1	
ISGylation Signaling Pathway	-0E00	9.17E-03	NaN	HERC5	
NFKBIE Signaling Pathway	-0E00	2.23E-03	NaN	TNFRSF1B	
Sertoli Cell-Germ Cell Junction Signaling Pathway (Enhanced)	-0E00	8.47E-03	NaN	PPM1J,TNFRSF1B	
NRF2-mediated Oxidative Stress Response	-0E00	3.7E-03	NaN	CYP3A4	
ISG15 antiviral mechanism	-0E00	1.35E-02	NaN	HERC5	
Cellular response to hypoxia	-0E00	1.32E-02	NaN	HIF3A	
Translocation of SLC2A4 (GLUT4) to the plasma membrane	-0E00	1.39E-02	NaN	SFN	
Telomere Maintenance	-0E00	1.12E-02	NaN	H2BC13	
Complement cascade	-0E00	7.35E-03	NaN	CR1	
DDX58/IFIH1-mediated induction of interferon-alpha/beta	-0E00	1.23E-02	NaN	HERC5	
Signaling by NOTCH1	-0E00	1.3E-02	NaN	JAG1	
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	-0E00	4.65E-03	NaN	COL17A1	
Fcgamma receptor (FCGR) dependent phagocytosis	-0E00	1.22E-02	NaN	HCK,WIPF3	
Generic Transcription Pathway	-0E00	1.4E-02	NaN	ESR2,NOTCH4,NR1I2,NR1I3,ZNF442,ZNF79	
RNA Polymerase II Transcription	-0E00	6.67E-03	NaN	TAF7L	
Asparagine N-linked glycosylation	-0E00	8E-03	NaN	ST8SIA6	
MHC class II antigen presentation	-0E00	7.81E-03	NaN	IFI30	
Fc epsilon receptor (FCERI) signaling	-0E00	9.71E-03	NaN	BTK,ITK	
Oxidative Stress Induced Senescence	-0E00	1.14E-02	NaN	H2BC13	
EPH-Ephrin signaling	-0E00	1.08E-02	NaN	EPHA10	
Regulation of lipid metabolism by PPARalpha	-0E00	8.4E-03	NaN	PPARGC1A	
G alpha (12/13) signalling events	-0E00	1.25E-02	NaN	BTK	
Transport of bile salts and organic acids, metal ions and amine compounds	-0E00	1.19E-02	NaN	SLC30A3	
Mitotic G2-G2/M phases	-0E00	5E-03	NaN	CDKN1A	
Mitotic G1 phase and G1/S transition	-0E00	7.58E-03	NaN	CDKN1A	
Activation of anterior HOX genes in hindbrain during early embryogenesis	-0E00	1.19E-02	NaN	H2BC13	
C-type lectin receptors (CLRs)	-0E00	6.9E-03	NaN	MUC7	
TP53 Regulates Metabolic Genes	-0E00	1.18E-02	NaN	SFN	
Signaling by FGFR2	-0E00	1.37E-02	NaN	ESRP1	
TNFR2 non-canonical NF-kB pathway	-0E00	1.47E-02	NaN	TNFRSF1B	
Deubiquitination	-0E00	1.13E-02	NaN	DDB2,H2BC13,USP44	
Nucleotide Excision Repair	-0E00	9.17E-03	NaN	DDB2	
TP53 Regulates Transcription of DNA Repair Genes	-0E00	1.43E-02	NaN	DDB2	
Mitotic Prophase	-0E00	9.62E-03	NaN	H2BC13	
DNA Replication Pre-Initiation	-0E00	9.62E-03	NaN	H2BC13	
S Phase	-0E00	1E-02	NaN	CDKN1A	
Cell Cycle Checkpoints	-0E00	1.47E-02	NaN	CDKN1A,H2BC13,RAD9B,SFN	
Glucose metabolism	-0E00	1.16E-02	NaN	GCK	
RNA Polymerase I Transcription	-0E00	1.35E-02	NaN	H2BC13	
Interferon gamma signaling	-0E00	1.02E-02	NaN	IFI30	
Transcriptional regulation by RUNX1	-0E00	6.58E-03	NaN	H2BC13	
Regulation of RUNX2 expression and activity	-0E00	1.39E-02	NaN	PPARGC1A	
Sensory processing of sound by inner hair cells of the cochlea	-0E00	1.45E-02	NaN	ATP2B2	
Expression and translocation of olfactory receptors	-0E00	2.46E-03	NaN	OR6C75	
Amyloid fiber formation	-0E00	1.14E-02	NaN	H2BC13	
Signaling by the B Cell Receptor (BCR)	-0E00	5.88E-03	NaN	BTK	
Acute Phase Response Signaling	-0E00	1.05E-02	NaN	ITIH2,TNFRSF1B	
Mitochondrial Dysfunction	-0E00	1.45E-02	NaN	CACNA1C,CAPN6,CAPN8,PPARGC1A,UCP2	
CGAS-STING Signaling Pathway	-0E00	1.45E-02	NaN	ATP6V0D2,CDKN1A	
VDR/RXR Activation	-0E00	1.28E-02	NaN	CDKN1A	
Cohesin Chromatin Regulation Pathway	-0E00	1.14E-02	NaN	FAT3,H2BC13,PPM1J	
Chromatin organization	-0E00	7.84E-03	NaN	H2BC13,PADI3	
Regulation of endogenous retroelements	-0E00	9.62E-03	NaN	H2BC13	
TRIM21 Intracellular Antibody Signaling Pathway	-0E00	1.76E-03	NaN	PRDM1	
ID3 Signaling Pathway	-0E00	5.17E-03	NaN	ADIPOQ,BMPR1B,CDKN1A,CYBB,ESR2	
Role of BRCA1 in DNA Damage Response	-0E00	1.25E-02	NaN	CDKN1A	
Erythropoietin Signaling Pathway	-0E00	5.52E-03	NaN	TRPC3	
14-3-3-mediated Signaling	-0E00	7.58E-03	NaN	SFN	
Clathrin-mediated Endocytosis Signaling	-0E00	9.57E-03	NaN	PGF,SNAP91	
IL-12 Signaling and Production in Macrophages	-0E00	1.24E-02	NaN	H3C14,ITGAM,PRLR	
Role of PKR in Interferon Induction and Antiviral Response	-0E00	7.25E-03	NaN	ATF3	
Role of NFAT in Regulation of the Immune Response	-0E00	3.82E-03	NaN	BTK,GNA15,GNAO1,ITK	
FcγRIIB Signaling in B Lymphocytes	-0E00	5.63E-03	NaN	BTK,CACNA1C,INPP5D	
CCR5 Signaling in Macrophages	-0E00	5.99E-03	NaN	CACNA1C,GNA15,GNAO1	
Calcium-induced T Lymphocyte Apoptosis	-0E00	2.15E-03	NaN	ATP2A1	
IL-3 Signaling	-0E00	1.23E-02	NaN	INPP5D	
IL-17 Signaling	-0E00	5.29E-03	NaN	PGF	
CTLA4 Signaling in Cytotoxic T Lymphocytes	-0E00	6.56E-03	NaN	FYB1,HCK,ITK,PPM1J	
T Helper Cell Differentiation	-0E00	2.11E-03	NaN	TNFRSF1B	
CCR3 Signaling in Eosinophils	-0E00	1.47E-02	NaN	GNA15,GNAO1	
CD28 Signaling in T Helper Cells	-0E00	1.92E-03	NaN	ITK	
Dendritic Cell Maturation	-0E00	4.94E-03	NaN	COL5A3,LY75,TNFRSF1B	
Reelin Signaling in Neurons	-0E00	1.45E-02	NaN	DCX,HCK	
Melatonin Signaling	-0E00	1.35E-02	NaN	GNAO1	
Angiopoietin Signaling	-0E00	1.3E-02	NaN	GRB14	
Neuropathic Pain Signaling in Dorsal Horn Neurons	-0E00	9.9E-03	NaN	GRM8	
Agrin Interactions at Neuromuscular Junction	-0E00	1.47E-02	NaN	ERBB4	
ICOS-ICOSL Signaling in T Helper Cells	-0E00	3.91E-03	NaN	INPP5D,ITK	
FLT3 Signaling in Hematopoietic Progenitor Cells	-0E00	1.22E-02	NaN	INPP5D	
Antiproliferative Role of Somatostatin Receptor 2	-0E00	1.3E-02	NaN	CDKN1A	
Germ Cell-Sertoli Cell Junction Signaling	-0E00	1.17E-02	NaN	RND1,RND3	
Aldosterone Signaling in Epithelial Cells	-0E00	1.17E-02	NaN	KCNU1,SLC12A1	
Prostate Cancer Signaling	-0E00	8.62E-03	NaN	CDKN1A	
Renal Cell Carcinoma Signaling	-0E00	1.28E-02	NaN	HGF	
Type I Diabetes Mellitus Signaling	-0E00	1.95E-03	NaN	TNFRSF1B	
Glioma Signaling	-0E00	7.81E-03	NaN	CDKN1A	
Acute Myeloid Leukemia Signaling	-0E00	1.09E-02	NaN	KITLG	
Thyroid Cancer Signaling	-0E00	1.28E-02	NaN	NGF	
p70S6K Signaling	-0E00	5.16E-03	NaN	BTK,PPM1J,SFN	
G Protein Signaling Mediated by Tubby	-0E00	8.53E-03	NaN	FYB1,GNA15,GNAO1,ITK	
Crosstalk between Dendritic Cells and Natural Killer Cells	-0E00	1.02E-02	NaN	TNFRSF1B	
Systemic Lupus Erythematosus Signaling	-0E00	9.36E-04	NaN	INPP5D	
CDC42 Signaling	-0E00	5.19E-03	NaN	ITGA9,ITGAM,ITK	
EIF2 Signaling	-0E00	8.4E-03	NaN	ATF3,DDIT3	
Phospholipase C Signaling	-0E00	7.12E-03	NaN	ADCY5,ADCY8,BTK,ITGA9,ITGAM,ITK,RND1,RND3	
HER-2 Signaling in Breast Cancer	-0E00	1.32E-02	NaN	AREG,CDKN1A,HCK	
Atherosclerosis Signaling	-0E00	1.47E-02	NaN	COL5A3,PLB1	
Role of NFAT in Cardiac Hypertrophy	-0E00	1.31E-02	NaN	ADCY5,ADCY8,CACNA1C	
Neuroprotective Role of THOP1 in Alzheimer's Disease	-0E00	7.69E-03	NaN	ST14	
PKCθ Signaling in T Lymphocytes	-0E00	1.79E-03	NaN	CACNA1C	
Role of MAPK Signaling in the Pathogenesis of Influenza	-0E00	1.19E-02	NaN	PLB1	
Role of Hypercytokinemia/hyperchemokinemia in the Pathogenesis of Influenza	-0E00	1.09E-02	NaN	AREG	
PI3K Signaling in B Lymphocytes	-0E00	5.07E-03	NaN	ATF3,BTK,INPP5D	
NGF Signaling	-0E00	8.26E-03	NaN	NGF	
Sertoli Cell-Sertoli Cell Junction Signaling	-0E00	1.21E-02	NaN	CDH17,CDH3,TNFRSF1B	
Mouse Embryonic Stem Cell Pluripotency	-0E00	9.71E-03	NaN	FZD8	
Hematopoiesis from Pluripotent Stem Cells	-0E00	2.23E-03	NaN	KITLG	
VEGF Family Ligand-Receptor Interactions	-0E00	1.16E-02	NaN	PGF	
Heparan Sulfate Biosynthesis	-0E00	9.9E-03	NaN	CES3	
Nicotine Degradation III	-0E00	1.33E-02	NaN	CYP3A4	
Heparan Sulfate Biosynthesis (Late Stages)	-0E00	1.06E-02	NaN	CES3	
D-myo-inositol-5-phosphate Metabolism	-0E00	1.47E-02	NaN	INPP5D,PPM1J,PTPRU	
Melatonin Degradation I	-0E00	1.18E-02	NaN	CYP3A4	
Phospholipases	-0E00	1.47E-02	NaN	PLB1	
Chondroitin Sulfate Biosynthesis	-0E00	1.41E-02	NaN	CHST9	
Nicotine Degradation II	-0E00	1.18E-02	NaN	CYP3A4	
Superpathway of Inositol Phosphate Compounds	-0E00	1.24E-02	NaN	INPP5D,PPM1J,PTPRU	
3-phosphoinositide Biosynthesis	-0E00	1.4E-02	NaN	INPP5D,PPM1J,PTPRU	
Superpathway of Melatonin Degradation	-0E00	1.1E-02	NaN	CYP3A4	
Antioxidant Action of Vitamin C	-0E00	8.55E-03	NaN	PLB1	
PEDF Signaling	-0E00	1.19E-02	NaN	NGF	
Remodeling of Epithelial Adherens Junctions	-0E00	1.41E-02	NaN	HGF	
Agranulocyte Adhesion and Diapedesis	-0E00	8.93E-03	NaN	MMP23B,MYO18B	
Granulocyte Adhesion and Diapedesis	-0E00	1.47E-02	NaN	ITGAM,MMP23B,TNFRSF1B	
Unfolded protein response	-0E00	1.09E-02	NaN	DDIT3	
Parkinson's Signaling Pathway	-0E00	1.27E-02	NaN	ATP6V0D2,CACNA1C,DDIT3,PPARGC1A	
Cell Cycle: G1/S Checkpoint Regulation	-0E00	1.45E-02	NaN	CDKN1A	
Protein Ubiquitination Pathway	-0E00	3.58E-03	NaN	USP44	
FGF Signaling	-0E00	1.16E-02	NaN	HGF	
JAK/STAT Signaling	-0E00	1.2E-02	NaN	CDKN1A	
IL-4 Signaling	-0E00	5.22E-03	NaN	COL17A1,COL5A3,COL7A1	
B Cell Receptor Signaling	-0E00	3.13E-03	NaN	BTK,INPP5D	
Insulin Receptor Signaling	-0E00	7.75E-03	NaN	INPP5D	
Neurotrophin/TRK Signaling	-0E00	1.28E-02	NaN	NGF	
Death Receptor Signaling	-0E00	1.03E-02	NaN	TNFRSF1B	
Glutamate Receptor Signaling	-0E00	1.47E-02	NaN	GRM8	
NF-κB Signaling	-0E00	5.25E-03	NaN	BMPR1B,NGF,TNFRSF1B	
T Cell Receptor Signaling	-0E00	3.22E-03	NaN	FYB1,ITK	
IL-6 Signaling	-0E00	7.75E-03	NaN	TNFRSF1B	
Phagosome Maturation	-0E00	1.17E-02	NaN	ATP6V0D2,CYBB	
PD-1, PD-L1 cancer immunotherapy pathway	-0E00	8.77E-03	NaN	TNFRSF1B	
Th1 and Th2 Activation Pathway	-0E00	1.14E-02	NaN	JAG1,NOTCH4	
Th1 Pathway	-0E00	8E-03	NaN	NOTCH4	
Th2 Pathway	-0E00	1.42E-02	NaN	JAG1,NOTCH4	
IL-7 Signaling Pathway	-0E00	1.27E-02	NaN	HGF	
Sirtuin Signaling Pathway	-0E00	1.01E-02	NaN	H3C14,PPARGC1A,UCP2	
NER (Nucleotide Excision Repair, Enhanced Pathway)	-0E00	1.1E-02	NaN	DDB2	
Apelin Cardiomyocyte Signaling Pathway	-0E00	1E-02	NaN	ATP2A1	
BAG2 Signaling Pathway	-0E00	1.16E-02	NaN	CDKN1A	
T Cell Exhaustion Signaling Pathway	-0E00	7.05E-03	NaN	BTLA,EOMES,PPM1J,PRDM1	
Systemic Lupus Erythematosus in T Cell Signaling Pathway	-0E00	4.65E-03	NaN	PPM1J,RND1,RND3	
Systemic Lupus Erythematosus in B Cell Signaling Pathway	-0E00	4.12E-03	NaN	BTK,HCK,INPP5D	
Xenobiotic Metabolism General Signaling Pathway	-0E00	1.23E-02	NaN	NR1I2,NR1I3	
Regulation of the Epithelial Mesenchymal Transition by Growth Factors Pathway	-0E00	1.03E-02	NaN	HGF,TNFRSF1B	
Coronavirus Pathogenesis Pathway	-0E00	4.74E-03	NaN	DDIT3	
GM-CSF Signaling	-0E00	1.43E-02	NaN	HCK	
Role of MAPK Signaling in Inhibiting the Pathogenesis of Influenza	-0E00	1.27E-02	NaN	PLB1	
